지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
192,진주,2020-04-10,9.5,7.4,2328,11.7,1324,,0,,0,,0,3.3,90,1318,1.7,90,1319,.5,420,50,3.2,52,3,65.8,7.7,1021.9,1027.8,1030,1024.5,310,1025.6,12.9,0,1300,1.23,4.97,,,,,,8.4,7.5,11.8,3.9,,,,,,,,,,1,1.4,0,,
192,진주,2020-04-11,9.2,6.4,413,13.3,1327,,.4,1909,1.3,1953,4.2,4.8,270,1051,2.6,110,1259,.5,456,230,5.6,55,1338,79.3,9.1,1016.4,1025.1,6,1016.6,2342,1020.1,12.9,.4,1000,1.48,8.97,,,,,,9,8.8,12.6,4.1,,,,,,,,,,1.3,1.9,6.9,,
192,진주,2020-04-12,9.3,6.5,453,13.2,1631,,.3,1058,.8,24,4.4,8.7,50,1631,3.8,70,1959,1.2,1052,20,4.4,47,1903,73,8.4,1008.5,1016.6,1,1010,1645,1012.2,13,5.3,1500,1.52,10.67,,,,,,6.6,6.6,12.2,2.9,,,,,,,,,,1.7,2.4,1.7,,
192,진주,2020-04-13,9.9,3.5,2340,16.7,1618,,,,,,,9,70,1555,4,70,1555,1.3,1164,360,-1.4,21,1528,49.6,5.6,1009,1017.1,2356,1010.5,305,1012.7,13,10.5,1400,2.78,22.14,,,,,,1.9,.9,12.6,-1.8,,,,,,,,,,3.2,4.6,,,
192,진주,2020-04-14,11.8,-.3,532,22.8,1422,,,,,,,4.2,180,1755,2.2,180,2025,,,,.1,12,1211,54.8,6.4,1012.6,1018.6,712,1013.4,1752,1016.2,13.1,11.8,1200,3.54,26.2,,,,,,2.4,1,15,-4.5,,,,,,,,,,2,2.8,,,
192,진주,2020-04-15,11.3,3.4,615,20.5,1436,,,,,,,6,140,1452,2.6,180,1455,.5,393,140,.9,20,1341,54.9,6.6,1011.1,1016.7,2357,1012.6,1500,1014.7,13.1,8.7,1200,2.61,17.99,,,,,,7.5,4.9,14.3,.1,,,,,,,,,,3,4.2,,,
192,진주,2020-04-16,11.4,2.2,559,20,1436,,,,,,,5.5,160,1522,2.8,270,1750,.8,655,110,5.1,38,1305,68.1,8.9,1015.3,1021,2138,1016.7,1,1019,13.1,11.7,1200,3.31,24.69,,,,,,3,1.1,15.5,-1.2,,,,,,,,,,3.4,4.9,6.4,,
192,진주,2020-04-17,10.7,8,420,12,1735,,1.6,1218,6.4,1144,28.9,3.7,140,1358,2.2,140,1403,.3,254,340,9.1,75,149,90.8,11.6,1011.2,1020.3,42,1010.7,1932,1014.8,13.2,0,1400,.6,2.47,,,,,,9.1,8.8,11.7,4.5,,,,,,,,,,.8,1.1,22.5,,
192,진주,2020-04-18,14.1,7.4,607,21.7,1504,,,,,,,6.3,140,1732,3,20,1202,.7,620,250,7.8,35,1441,70.3,10.6,1011.9,1019.8,2342,1011.1,106,1015.5,13.2,11.4,1200,3.51,26.32,,,,,,2.3,1.3,17.6,2.9,,,,,,,,,,4,5.7,,,
192,진주,2020-04-19,10.8,8.8,114,14,1055,,1.6,2006,6.2,1637,30,5.2,90,1312,2.6,110,1404,.7,582,20,9.2,69,1118,90.3,11.6,1010.7,1020,753,1007.4,2329,1014.3,13.2,.1,800,.68,4.14,,,,,,8.8,7.8,12.4,5.6,,,,,,,,,,.8,1.2,30,,
192,진주,2020-04-20,13.6,7,611,20,1501,,,,,,,12.5,230,1750,6.3,250,1947,1.7,1462,250,7.2,42,2316,68.5,10.3,1007.3,1014.1,2354,1007.6,1,1010.9,13.3,9.5,1100,3.46,23.32,,,,,,4.1,1.3,16.5,3.5,,,,,,,,,,3.9,5.6,,,
192,진주,2020-04-21,11.4,6.3,602,18.3,1319,,,,,,,15.6,320,1422,6.8,320,1429,2.1,1843,340,-4.3,14,1430,36.9,4.7,1011.5,1017.9,2346,1011.8,1607,1015.1,13.3,11.2,1200,3.54,26.8,,,,,,5.6,3,15.1,3.5,,,,,,,,,,5.6,8,,,
192,진주,2020-04-22,8.1,1.2,604,14.6,1353,,,,,,,12.8,340,1604,5.7,290,1323,2.1,1773,290,-5.6,17,1316,40.6,4.1,1012.8,1018.5,640,1013.4,1551,1016.5,13.3,11.5,1200,3.65,26.92,,,,,,3.1,.8,14,-2.6,,,,,,,,,,4.4,6.3,,,
192,진주,2020-04-23,8.1,-.6,533,15.8,1517,,,,,,,12.2,340,1531,5.5,340,1414,1.6,1369,320,-3.1,22,1508,51,4.9,1012.8,1018.3,720,1013.9,1535,1016.5,13.4,12.4,1200,3.55,27.73,,,,,,1.5,0,13.9,-4.1,,,,,,,,,,4.4,6.3,,,
192,진주,2020-04-24,10.4,-.5,457,17.8,1452,,,,,,,12.9,230,1433,7,250,1319,2,1740,250,-4,16,1539,42.3,4.6,1012.7,1017.9,659,1013.4,1601,1016.4,13.4,12.4,1200,3.6,28.19,,,,,,.4,0,13.7,-4.7,,,,,,,,,,5.8,8.3,,,
192,진주,2020-04-25,14.4,4,551,21.3,1540,,,,,,,13.8,180,1417,5.4,250,1256,1.8,1573,160,5.8,35,1130,58.8,9.3,1009.4,1017.6,1,1008.9,1643,1013,13.4,12.2,1200,3.35,25.56,,,,,,0,0,17.6,-.4,,,,,,,,,,4.4,6.3,,,
192,진주,2020-04-26,13.7,4.8,540,20.7,1620,,,,,,,7.2,20,1501,3.6,360,1502,1.2,1004,290,1.4,16,1459,52.4,7.1,1013.2,1020.2,2354,1013.5,37,1016.8,13.5,11.7,1200,3.6,27.69,,,,,,3,1.4,18.5,-.4,,,,,,,,,,4.8,6.9,,,
192,진주,2020-04-27,12.7,4,601,20.6,1433,,,,,,,5.5,250,1326,2.6,250,1049,.8,679,320,.7,20,1531,50.8,6.5,1016.1,1021.5,929,1017.1,1641,1019.7,13.5,11.5,1100,3.42,24.33,,,,,,2.3,1.3,17.9,-.5,,,,,,,,,,4.2,6,,,
192,진주,2020-04-28,12.4,2.2,536,21.9,1538,,,,,,,5.5,270,1444,2.8,250,1157,.7,622,250,1.4,20,1258,54.3,6.9,1016.8,1023.4,734,1017.4,1720,1020.4,13.5,12.5,1200,3.52,27.66,,,,,,.1,0,18.4,-1.9,,,,,,,,,,5.1,7.2,,,
192,진주,2020-04-29,14.6,3.6,554,24.2,1333,,,,,,,6.6,160,1636,2.8,160,1405,.9,753,180,2.8,19,1425,51.4,7.5,1016,1021.8,804,1017.8,1538,1019.6,13.6,12.6,1200,3.51,27.62,,,,,,.1,0,19.6,-.5,,,,,,,,,,5.3,7.6,,,
192,진주,2020-04-30,16,4.5,553,23.5,1301,,,,,,,8.9,230,1205,3.7,250,1109,1.2,1065,110,9.6,44,1255,68,12.5,1013.8,1020.6,611,1014.4,1751,1017.4,13.6,12.6,1200,3.54,27.94,,,,,,.9,.6,21.3,0,,,,,,,,,,4.5,6.4,,,
192,진주,2020-05-01,20.7,16.8,408,25.5,1353,,,,,,,8.1,140,1249,3.1,160,1240,1.4,1210,160,15.7,58,1315,74.1,17.8,1011.1,1016.2,814,1012.6,1727,1014.6,13.6,12.2,1300,3.24,25.73,,,,,,2.9,.5,24.9,13.5,,,,,,,,,,4.1,5.8,,,
192,진주,2020-05-02,19.2,13.8,537,26.3,1146,,.4,2342,1.2,2247,1.3,6,160,1224,2.9,180,1339,.8,725,160,15.6,53,1148,81.5,17.8,1009.2,1015,740,1010.6,1700,1012.7,13.6,4.4,1100,3.02,15.22,,,,,,8.1,4.3,22,10.1,,,,,,,,,,2.4,3.4,11.1,,
192,진주,2020-05-03,16.8,15.1,413,18.2,1331,,3.4,1033,11.8,1006,29.5,3.9,110,1256,2.3,90,1306,.4,358,110,15.9,88,1404,94.9,18,1003.8,1011.3,1,1005.2,1549,1007.3,13.7,0,1300,.93,4.02,,,,,,9.4,8.9,18.1,15.3,,,,,,,,,,1,1.4,19.7,,
192,진주,2020-05-04,20.8,15.1,534,28.2,1418,,,,,,,5.4,180,1831,2.7,200,1832,.6,537,250,17,52,1356,81,19.4,1003.9,1010.7,2353,1005.1,302,1007.4,13.7,10.2,1200,3.34,24.07,,,,,,4.1,2.8,23.1,12.6,,,,,,,,,,3.7,5.3,,,
192,진주,2020-05-05,17.7,15.3,2319,20.5,1618,,,,,,,4.7,90,30,2.1,90,39,.6,546,90,14.3,71,1613,81.1,16.4,1008.3,1013.1,746,1010.2,1950,1011.9,13.7,.9,1400,1.81,7.84,,,,,,9.1,7.5,19.6,13.6,,,,,,,,,,1.6,2.3,,,
192,진주,2020-05-06,19.1,12,555,28.8,1530,,,,,,,7.5,200,1644,4,200,1636,1,887,20,10.9,28,1517,63.5,13.1,1009.8,1017.3,2356,1010,1606,1013.3,13.8,12.6,1200,3.49,27.78,,,,,,1.4,1,23.2,9.7,,,,,,,,,,5.2,7.4,,,
192,진주,2020-05-07,16.2,8.5,526,24.5,1447,,,,,,,8,360,1253,3.9,50,1327,1.2,1076,50,5.3,24,1426,53.5,9,1015,1020.5,730,1016.7,1420,1018.6,13.8,12.6,1100,3.48,28.19,,,,,,4.1,0,21.6,4.4,,,,,,,,,,5.3,7.5,,,
192,진주,2020-05-08,15.7,5.5,546,22.6,1530,,0,,0,,0,7.1,250,1355,3.7,270,1404,.7,584,160,8.9,35,927,66.6,11.9,1012.8,1019.6,54,1013.8,2350,1016.3,13.8,9.3,1000,2.86,22,,,,,,6.8,4.4,20.6,2.2,,,,,,,,,,3,4.3,28.1,,
192,진주,2020-05-09,17,15.7,343,19.2,1651,,1.9,733,5.5,703,45.9,8.1,160,746,3.5,110,741,1,893,110,15.7,81,2313,92.6,17.8,1004,1013.8,1,1003.9,1646,1007.5,13.9,0,1300,.47,3.29,,,,,,9.1,8.6,17.8,13.8,,,,,,,,,,.9,1.3,17.8,,
192,진주,2020-05-10,18.1,12.1,2342,25.4,1557,,,,,,,7.8,360,1847,3.7,360,1848,1.1,908,250,12.6,47,1614,72.1,14.6,1003.3,1010.6,2354,1005,132,1006.8,13.9,9.3,1300,3.4,23.37,,,,,,5.1,3.3,21.1,8.5,,,,,,,,,,4,5.8,,,
192,진주,2020-05-11,19.6,9,546,28.9,1556,,,,,,,5.6,270,1755,2.8,250,1812,.6,533,250,9.4,23,1436,58.8,11.9,1004.5,1011.2,748,1005.2,1749,1008,13.9,12.6,1200,3.57,28.76,,,,,,2,1.5,22.8,6,,,,,,,,,,5.7,8.1,,,
192,진주,2020-05-12,19.4,13.7,2343,24.8,1501,,,,,,,11.2,250,1723,6,250,1758,2.3,1981,250,6.5,30,1226,44.3,9.9,1002.2,1011.1,2359,1002.7,1521,1005.7,14,12.7,1100,3.43,27.36,,,,,,.5,.1,22.5,8.3,,,,,,,,,,5.5,7.9,,,
192,진주,2020-05-13,17.1,7.3,531,25.6,1548,,,,,,,6.3,360,1559,3.2,360,1600,.9,803,360,5.6,23,1543,51.8,9.1,1012.4,1018.7,2309,1011.1,1,1016,14,12.7,1200,3.61,29.29,,,,,,.3,.1,22.5,3.5,,,,,,,,,,5.2,7.5,,,
192,진주,2020-05-14,17.2,8.6,435,25.9,1608,,,,,,,5.8,180,1420,2.6,250,1323,.6,533,160,6.7,22,1233,55.3,9.9,1013.8,1020.1,653,1015,1635,1017.4,14,9.4,1300,2.78,21.61,,,,,,6.8,2.3,21.5,6.4,,,,,,,,,,3.6,5.2,6.6,,
192,진주,2020-05-15,15,14.1,600,16.8,947,,.8,953,3.4,658,17.8,5.5,90,1328,2.9,90,1325,.3,239,90,13.6,67,19,91.9,15.6,1007.3,1015.9,1,1008.5,1645,1010.9,14,0,1100,.38,2.45,,,,,,9.4,8.9,17,13.6,,,,,,,,,,.7,.9,12,,
192,진주,2020-05-16,19.4,15.1,1,26.2,1533,,.3,243,.5,235,.8,5.2,140,1927,2.1,250,1620,.4,359,270,16.4,60,1536,84.8,18.7,1002.8,1009,11,1003.6,1648,1006.3,14.1,7,1200,3.54,21.23,,,,,,7.3,5.3,22.4,14.8,,,,,,,,,,3.3,4.7,,,
192,진주,2020-05-17,19.3,15.8,2202,24,1311,,,,,,,6.2,250,1259,3.6,250,1507,.9,762,200,16,65,1212,82.6,18.2,1002.7,1008.1,757,1004.9,1643,1006.1,14.1,7.8,1300,3.31,21.27,,,,,,6.3,3.1,22.8,13.8,,,,,,,,,,3.2,4.6,,,
192,진주,2020-05-18,17.8,15.3,537,21.1,1356,,5.3,2154,9.3,2103,13.6,5.3,140,2107,2.5,90,1527,.6,551,110,15.9,76,1410,89,18.1,997.9,1005.3,1,997.4,2029,1001.4,14.1,0,1300,.96,4.86,,,,,,8,8,19.3,14.1,,,,,,,,,,1.2,1.7,13.6,,
192,진주,2020-05-19,14.3,9.9,413,18.7,1342,,0,,0,,0,10.2,250,731,5.8,250,737,1.7,1435,250,9.6,54,1440,75.5,12,997,1006.5,2354,997.6,1350,1000.6,14.1,6.6,1300,3.13,17.06,,,,,,4,2.6,17,7.8,,,,,,,,,,2.8,4,0,,
192,진주,2020-05-20,15.8,8,510,23.3,1342,,,,,,,5.1,230,1549,2.7,200,1556,.9,737,90,10.2,44,1315,72.3,12.5,1007.1,1014.6,2235,1006.4,50,1010.6,14.1,7.5,1200,3.84,24.66,,,,,,4.6,3.5,19.9,5.6,,,,,,,,,,3.7,5.3,,,
192,진주,2020-05-21,16.1,12.8,443,21.2,1411,,,,,,,6.6,180,1444,3.4,270,1457,.9,800,140,11.7,56,1414,75.8,13.7,1012.2,1017.5,2232,1014,146,1015.8,14.2,5.6,1100,2.53,17.05,,,,,,8.1,7.5,20.2,11.5,,,,,,,,,,2.9,4.1,,,
192,진주,2020-05-22,16.5,10.8,454,23.2,1625,,,,,,,5.5,160,1437,2.9,90,1204,.9,788,110,11,45,1538,72.9,13.1,1011,1016.9,1,1012.1,1716,1014.6,14.2,11.3,1300,3.33,24.93,,,,,,3.4,.8,22.5,8.3,,,,,,,,,,4.1,5.9,,,
192,진주,2020-05-23,17.4,9.6,504,25.2,1520,,,,,,,4.7,180,1536,2.7,200,1544,1.1,932,250,11.8,43,1417,72.4,13.9,1009,1014.5,139,1009.9,1705,1012.5,14.2,13,1200,3.56,28.7,,,,,,1,0,23.7,6.9,,,,,,,,,,4.5,6.4,,,
192,진주,2020-05-24,19.7,13.1,424,25.1,1202,,,,,,,7.2,180,1152,3.1,250,1430,1,874,230,15.9,57,1203,80.3,18.1,1006.9,1012.3,16,1008.9,1331,1010.4,14.2,5.5,1100,3.05,18.18,,,,,,7,2.3,23.1,10.5,,,,,,,,,,3,4.3,,,
192,진주,2020-05-25,19.4,14.3,520,24.9,1442,,,,,,,3.7,180,1646,1.6,290,1216,.5,444,270,14.1,41,1527,74.4,16.1,1007.5,1012.3,730,1009.4,1751,1011,14.2,4.1,1400,2.53,17.67,,,,,,9.4,6,24.1,12.1,,,,,,,,,,2.7,3.9,,,
192,진주,2020-05-26,19.1,15.1,319,25.1,1536,,,,,,,5.3,250,1445,2.5,110,1724,.6,561,180,14.8,50,1410,78,16.8,1005,1010.9,1,1006.2,1623,1008.6,14.3,6,1300,3.14,17.66,,,,,,8,2.4,24,13.8,,,,,,,,,,3.6,5.1,,,
192,진주,2020-05-27,19.8,13.1,510,27.3,1553,,,,,,,4.8,290,1736,2.6,270,1229,.8,676,250,11.2,28,1440,63.3,13.5,1004.7,1009.8,838,1006.6,1613,1008.2,14.3,12,1200,3.69,28.26,,,,,,5.8,.1,25.6,10.6,,,,,,,,,,5.2,7.4,,,
192,진주,2020-05-28,19.5,11.3,518,26.2,1353,,,,,,,7.7,110,1453,3.6,110,1422,.9,769,180,12.1,34,1433,66.5,14.2,1005.6,1011.5,2345,,1351,1009.1,14.3,13.1,1100,3.39,28.61,,,,,,1.6,0,26.5,7,,,,,,,,,,5,7.1,,,
192,진주,2020-05-29,20.2,11.9,526,28.3,1445,,,,,,,6.2,180,1547,2.8,200,1549,.8,714,110,12.6,33,1433,65.5,14.6,1011.2,1018.2,2250,1011.3,4,1014.7,14.3,12.1,1200,3.64,27.99,,,,,,3.8,.6,26.6,7.5,,,,,,,,,,4.7,6.7,,,
192,진주,2020-05-30,19.8,14.5,437,25.5,1428,,,,,,,5.9,110,1454,3.1,90,1413,.7,641,90,11.3,33,1454,61.8,13.4,1013.9,1019.3,631,1015.7,1722,1017.4,14.4,4,1300,2.02,17.05,,,,,,9.6,4.4,23.8,12,,,,,,,,,,3.2,4.6,1.2,,
192,진주,2020-05-31,19.8,14.6,445,26.2,1533,,.3,443,.8,443,1.2,6.4,250,1637,2.3,290,1322,.7,565,230,14.7,55,1527,73.8,16.7,1008.8,1016.2,1,1010,1551,1012.3,14.4,4,1300,2.67,18.23,,,,,,8.3,6.3,24.6,14.5,,,,,,,,,,3.3,4.7,0,,
192,진주,2020-06-01,22.1,15.9,2359,28.9,1521,,,,,,,7,360,1541,3.8,360,1700,1.1,945,290,13.8,25,1523,63.1,16.1,1005.9,1011.1,734,1007.2,1715,1009.4,14.4,11.9,1300,3.46,27.17,,,,,,4,.9,27.9,9.1,,,,,,,,,,5.5,7.9,,,
192,진주,2020-06-02,20.2,10.9,536,28.6,1408,,0,,0,,0,7.8,160,1724,3.1,200,1458,.9,820,200,10.1,23,1235,56.6,12.4,1004.7,1010.9,647,1005.4,1742,1008.2,14.4,12.7,1300,3.69,29.94,,,,,,4.1,1.9,27.4,6.9,,,,,,,,,,5.9,8.4,0,,
192,진주,2020-06-03,21.4,15.3,448,27.8,1400,,,,,,,7.4,270,1620,2.7,160,1529,.9,735,180,17.1,58,1401,77.3,19.7,1001.4,1006.9,1,1002.8,1749,1004.8,14.4,6.1,1300,3.66,20.51,,,,,,7.9,4.4,26.6,13.6,,,,,,,,,,3.7,5.2,,,
192,진주,2020-06-04,24.2,19.7,303,30.9,1319,,,,,,,6.4,160,1523,3,250,1513,1,863,180,19.4,47,1300,76.6,22.5,1000.7,1006.2,2344,1002.6,1712,1004.2,14.4,10.2,1200,3.45,26.91,,,,,,3.8,1.4,30.6,16.2,,,,,,,,,,4.9,7.1,,,
192,진주,2020-06-05,24.1,17.6,342,31.1,1350,,,,,,,6.3,290,1321,3,250,1408,.9,795,250,18.2,44,1417,72.3,21,1003.2,1008.3,2315,1005.6,310,1006.6,14.4,10.4,1300,2.96,23.12,,,,,,6.8,1.1,29.8,13.6,,,,,,,,,,4,5.7,,,
192,진주,2020-06-06,22.5,19.5,337,30,1553,,2.4,1705,2.5,1645,2.5,6.7,230,1823,3,230,1708,.9,785,110,18.1,51,1356,77.9,20.8,1005.8,1011.8,2330,1006.8,1640,1009.3,14.4,5.2,1200,3.08,18.19,,,,,,8.4,4.9,28.8,18.3,,,,,,,,,,3.5,4.9,2.5,,
192,진주,2020-06-07,22.6,17.4,2400,29,1326,,,,,,,6.4,250,1622,3.1,270,1626,.8,732,110,16.6,48,1622,71.3,18.9,1008.7,1013.9,2359,1010.8,1416,1012.2,14.5,10.3,1200,3.4,25.85,,,,,,4.1,2,28.8,14.1,,,,,,,,,,4.8,6.8,,,
192,진주,2020-06-08,23.1,14.1,458,32.2,1418,,,,,,,5.7,160,1712,3.1,250,1352,.7,646,90,14.7,35,1617,63.6,16.8,1011.5,1016.4,2331,1013.7,1335,1015,14.5,13,1200,3.49,28.59,,,,,,.1,0,30.1,11.6,,,,,,,,,,5.4,7.7,,,
192,진주,2020-06-09,24.2,14.3,429,33.1,1431,,,,,,,7.8,270,1643,2.8,230,1352,.8,664,160,16.8,35,1157,67.6,19.3,1011.4,1016.6,104,1013.2,1632,1014.9,14.5,13.1,1200,3.51,29.42,,,,,,1.1,0,30.9,10.5,,,,,,,,,,5.6,8,,,
192,진주,2020-06-10,24.7,18.3,521,32.8,1247,,.2,,.4,2304,.4,7.6,180,1449,3.2,200,1325,.9,749,180,19.6,48,1148,75.8,22.9,1006.1,1014.5,1,1006.3,2359,1009.5,14.5,10.4,1200,3.5,25.34,,,,,,6,2.5,31.9,16.1,,,,,,,,,,4.5,6.4,3.6,,
192,진주,2020-06-11,24.8,20.7,105,31.2,1549,,.4,128,1.4,115,3.2,5.8,290,1715,2.5,200,1826,.8,707,250,22,62,1530,85.9,26.5,1000,1006.3,1,1001.2,1622,1003.4,14.5,4.8,1500,2.87,17.84,,,,,,7.5,7.5,28.4,20.9,,,,,,,,,,3.1,4.4,,,
192,진주,2020-06-12,24.6,21.7,2351,30.2,1409,,4.9,2316,11.5,2306,11.2,6.8,180,1742,3,200,1518,.9,800,180,22.2,67,1437,87.5,26.8,1001.7,1006.6,1030,1003.6,1633,1005.1,14.5,5,1300,3.09,18.63,,,,,,8.4,7.3,30.4,21.1,,,,,,,,,,3.2,4.6,48.7,,
192,진주,2020-06-13,23.1,20.8,426,27.2,1415,,3.8,130,10.5,304,39.6,4.4,160,1551,2.3,140,2327,.6,543,180,21.6,76,1420,91.9,25.9,1002.2,1006.9,1058,1003.4,415,1005.6,14.5,.6,1000,1.7,9.64,,,,,,9.4,8.8,25.1,20.7,,,,,,,,,,1.6,2.3,10.1,,
192,진주,2020-06-14,24.4,20,2335,29.1,1720,,2,810,4,806,11.6,6.6,270,1324,3.3,250,1631,1.2,994,250,22.6,68,1722,90.9,27.5,1001,1006.6,2229,1003.2,926,1004.4,14.5,4.1,1300,2.27,13.21,,,,,,8.6,6.3,25.4,18.2,,,,,,,,,,2.8,4,3.6,,
192,진주,2020-06-15,23.6,17.3,523,30.4,1555,,,,,,,5.5,140,1838,2.6,230,1404,.8,714,270,18.2,44,1424,75.1,21,1003,1008.3,724,1004.5,1535,1006.4,14.5,12,1200,3.45,28.37,,,,,,4.3,1.6,27,16.6,,,,,,,,,,5.3,7.5,,,
192,진주,2020-06-16,23.9,16.7,532,31.8,1450,,,,,,,7,140,1607,3.7,140,1614,.8,734,290,15.7,31,1246,64.9,17.8,1002.4,1007.8,2230,1004.1,1519,1005.9,14.5,13.2,1100,3.59,28.86,,,,,,5.3,1.4,28.1,14.6,,,,,,,,,,5.4,7.7,,,
192,진주,2020-06-17,21.5,16.1,504,26.7,1314,,.2,,.4,2301,.5,5.1,200,1401,2.3,180,1409,.6,558,180,17.2,50,1405,77.9,19.7,1002.7,1007.4,1,1004.8,1758,1006.2,14.5,4.8,1200,2.21,16.24,,,,,,9.5,3.8,25.1,15.1,,,,,,,,,,2.5,3.6,12,,
192,진주,2020-06-18,18.1,16.6,718,20.4,24,,1.4,1325,5.3,1324,38.5,3.9,180,128,2,360,1329,.7,575,360,17.3,91,2159,95.9,19.8,999.6,1006,20,1000.9,1751,1003.1,14.5,0,1000,.62,3.73,,,,,,10,9.6,20.5,17.1,,,,,,,,,,.9,1.3,29.2,,
192,진주,2020-06-19,22.3,17.6,22,29.2,1514,,.4,133,1.3,121,2.2,7.8,50,1459,3.3,180,1800,1.1,949,360,17.5,43,1524,77.1,20,1002.7,1010.8,2400,1001.7,100,1006.2,14.5,8.3,1300,3.65,24.97,,,,,,4,2,25.1,17.6,,,,,,,,,,4.3,6.2,,,
192,진주,2020-06-20,22.3,18.2,2354,28.6,1538,,,,,,,4.5,200,1745,2.3,200,1810,.6,532,200,18.5,52,1539,80.4,21.3,1007.5,1012.7,752,1008.8,1734,1010.9,14.5,5.8,1300,2.77,17.62,,,,,,6.3,4.8,25.3,16.6,,,,,,,,,,3.2,4.6,,,
192,진주,2020-06-21,22.3,17.7,32,29.2,1428,,,,,,,5.9,110,1203,3.9,90,1205,.9,741,70,18.1,51,1320,78.8,20.7,1005,1010.6,1,1006.3,1600,1008.4,14.5,9.9,1200,3.56,24.86,,,,,,3.5,2.6,26.5,15.6,,,,,,,,,,4.3,6.2,,,
192,진주,2020-06-22,22.9,15.6,445,30,1328,,,,,,,5.7,270,1456,3.4,200,1425,1.2,1002,160,18,48,1221,76.4,20.7,1005.8,1010.9,2237,1008.1,1326,1009.2,14.5,11.7,1200,3.4,29.15,,,,,,1.4,.9,28.4,13.6,,,,,,,,,,5,7.2,,,
192,진주,2020-06-23,23.4,16.3,443,30.5,1544,,,,,,,5.4,250,1317,3,250,1505,.8,656,200,18.1,35,1607,75.1,20.8,1006.4,1011.1,748,1008.9,1856,1009.8,14.5,10.7,1200,3.53,28.16,,,,,,5.5,2,29.9,14,,,,,,,,,,4.5,6.5,,,
192,진주,2020-06-24,22,19.2,35,24.7,1326,,1.9,1742,6.8,1707,26.9,5.2,140,1402,2.3,160,1406,.3,244,90,20.7,80,942,92.8,24.5,1002.3,1009.3,1,1002.3,2355,1005.8,14.5,0,1200,1.05,5.89,,,,,,9.4,8.4,23.7,17.7,,,,,,,,,,1.1,1.6,27.1,,
192,진주,2020-06-25,22.9,21.2,2358,25.2,1013,,.8,1409,1.7,1352,2.9,6.3,180,2032,2.8,180,2032,.8,667,160,22,86,1046,94.9,26.4,999.3,1004.3,2310,1001.7,150,1002.8,14.5,0,1000,1.18,7.24,,,,,,9.4,7.5,24.4,20.3,,,,,,,,,,1.6,2.3,2.7,,
192,진주,2020-06-26,24.4,19.1,613,30.7,1628,,,,,,,4.9,200,1906,2.3,160,1907,1,856,250,19.5,52,1542,76.4,22.7,1003.2,1008.8,2258,1003.9,1,1006.6,14.5,12,1200,3.52,29.37,,,,,,4.3,,28.4,18.2,,,,,,,,,,4.8,6.9,,,
192,진주,2020-06-27,24.2,19.1,430,30.2,1520,,,,,,,4.4,180,1905,2.6,180,1908,.6,506,270,20.6,58,1302,82.1,24.3,1001.4,1008.3,1,1002.9,1800,1004.8,14.5,7.3,1300,2.63,20.7,,,,,,6.3,2.1,26.7,17.7,,,,,,,,,,3.9,5.5,,,
192,진주,2020-06-28,25.8,20.1,411,31.4,1240,,,,,,,6.1,160,1529,2.6,180,1403,.8,687,160,21.4,50,1244,78.5,25.5,1000.4,1006,2254,1002.7,1429,1003.8,14.5,11.7,1100,3.54,28.2,,,,,,2.8,1,30.6,18.5,,,,,,,,,,4.8,6.9,,,
192,진주,2020-06-29,21.8,19.7,1946,25.3,1208,,7.6,2208,26.8,2146,92.6,6.8,140,2338,3.7,90,2052,1,866,90,20.4,74,1213,92.3,23.9,999,1007,756,991.6,2357,1002.5,14.5,0,1100,.92,4.96,,,,,,9,7.9,23,18.7,,,,,,,,,,1.1,1.5,94.7,,
